P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_LOG_G,Atmospheric_Retention,Long_Term_Stability,ESI
Kepler-304 c,5.350000000000023,2.17,5.315946000002441,0.05400000000000027,0.0,434.684,4731.0,0.8,0.69,1.5701713000000002,2.4654377999999966,1.1361464,0.52356979,0.0010176543000000038,0.05400000000000027,0.05400000000000027,0.05400000000000027,0.05400000000000027,74.68140500000004,748.86379,845.72397,Superterran,K,0.21777098000000006,1.2599803,0.0,0.37550225,0.0,0.0,Hot,0.0,4.63,4.77411482478987,24.796692378387725,17.831242722566355
Kepler-309 c,6.850000000000023,2.5099999999999993,105.35637999999744,0.4009999999999998,0.0,544.568,4713.0,0.67,0.72,1.6519938,2.729083699999997,1.0872843000000003,0.43318101,0.008705656799999906,0.4009999999999998,0.4009999999999998,0.4009999999999998,0.4009999999999998,1.6584838999999647,289.08630999999997,328.6831359863281,Neptunian,M,0.2666858699999999,1.3943241999999998,0.0,0.37634336,0.0,0.0,Hot,0.0,4.61,12.924253154623536,100.0,39.52662071094235
Kepler-31 d,2161.2440000000006,3.8999999999999995,87.64509999999427,0.40000000000000036,0.0,1664.64,6340.0,1.21,1.22,23.540712,554.16513,142.09362,36.434262,0.04854576899999996,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.40000000000000036,12.499137000000019,478.98257,541.1378784179688,Neptunian,F,1.9998619,3.8182448,0.0,0.308328,0.0,0.0,Hot,0.0,4.7,100.0,20.001381095364653,34.29368609925667
Kepler-360 b,3.3600000000000705,1.6500000000000004,3.2896719999989728,0.043999999999999595,0.0,876.044,6053.0,0.95,1.06,1.4270120999999998,2.0363636000000014,1.2341598,0.74797562,0.0006705684999999129,0.043999999999999595,0.043999999999999595,0.043999999999999595,0.043999999999999595,381.14888,1125.5722,1271.157,Superterran,F,0.7379042300000007,2.3193365,0.0,0.43123353,0.0,0.0,Hot,0.0,4.42,2.8867084755968655,5.962833415387733,12.589662923043043
Kepler-375 b,2.6999999999999886,1.4500000000000002,12.12593399999605,0.10099999999999998,0.0,1238.81,5826.0,0.92,0.84,1.3645765,1.8620689999999982,1.2841855,0.88564517,0.0014464338999999882,0.10099999999999998,0.10099999999999998,0.10099999999999998,0.10099999999999998,67.35304800000006,729.77507,824.16627,Terran,G,0.6870684399999991,2.238019,0.0,0.29865109,0.0,0.0,Hot,0.0,4.57,4.257528034967993,14.700136714182378,21.067871489667148
Kepler-362 b,0.6150000000000091,0.8799999999999999,10.327185999994981,0.08699999999999974,0.0,1090.51,5788.0,1.02,0.72,0.8359806399999994,0.698863639999999,0.7941632199999997,0.90245821,0.0007351841700000694,0.08699999999999974,0.08699999999999974,0.08699999999999974,0.08699999999999974,213.77724999999998,974.06981,1100.0588,Terran,G,1.61808,3.4345019,0.0,0.45866564,0.0,0.0,Hot,0.0,4.64,1.9541359996912355,5.376742806288919,14.647111623991027
Kepler-378 b,0.34699999999998,0.75,16.09236100000271,0.1120000000000001,0.0,152.09399999999994,4661.0,0.78,0.67,0.6801960500000002,0.4626666699999973,0.6168888900000002,0.82251852,0.0008552273099999841,0.1120000000000001,0.1120000000000001,0.1120000000000001,0.1120000000000001,17.642655999999988,522.08438,589.61227,Subterran,K,0.22130947000000045,1.2701756,0.0,0.40057195,0.0,0.0,Hot,0.0,4.65,2.9664843256108933,50.60786598964783,25.944456357278163
Kepler-379 b,3.3899999999999864,1.6600000000000001,20.098379999995814,0.15200000000000014,0.0,731.274,6054.0,1.15,1.31,1.4290447,2.0421686999999977,1.2302220999999998,0.74109765,0.002180031600000021,0.15200000000000014,0.15200000000000014,0.15200000000000014,0.15200000000000014,82.47319600000003,767.67592,866.96932,Superterran,F,1.9054607,3.7270375,0.0,0.4611537,0.0,0.0,Hot,0.0,4.27,4.2385425719892496,7.977073470998386,19.086533410173676
Kepler-302 c,103.86246999999997,12.45,127.2821799999947,0.5030000000000001,0.0,1402.58,5740.0,1.02,1.22,2.8883156,8.3423673,0.6700696600000002,0.05382085599999997,0.023494853000000093,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,4.424498299999982,369.45855,419.0263366699219,Jovian,G,1.1194379000000003,2.8566943,0.0,0.32081394,0.0,0.0,Hot,0.0,4.29,17.7246550089604,44.933265168170564,17.0526069827158
Kepler-303 c,1.5500000000000114,1.1399999999999997,7.0611490000010235,0.057000000000000384,0.0,209.738,3944.0,0.57,0.48,1.1660399,1.3596490999999986,1.1926747,1.0462059,0.0007958154800000727,0.057000000000000384,0.057000000000000384,0.057000000000000384,0.057000000000000384,26.439319999999952,577.64668,652.36116,Terran,M,0.0859013519999996,0.7913411799999999,0.0,0.36209383,0.0,0.0,Hot,0.0,4.77,4.596209121778056,66.35518379268426,27.50358941229366
Kepler-315 c,16.100000000000023,4.15,265.469339999996,0.7910000000000004,0.0,1160.63,5796.0,0.98,1.04,1.9696491999999999,3.8795180999999985,0.9348236299999999,0.22525870999999997,0.02011384000000005,0.7910000000000004,0.7910000000000004,0.7910000000000004,0.7910000000000004,1.6130470000000514,287.08564,320.4986267089844,Neptunian,G,1.0092529000000008,2.7124626,0.0,0.46309086,1.0,0.0,Warm,0.0,4.38,15.8029139799414,78.37480575978526,33.18479964041078
Kepler-306 d,6.660000000000025,2.47,17.32664400000067,0.1200000000000001,0.0,775.679,4954.0,0.81,0.72,1.6420585,2.696356299999998,1.0916422,0.4419604100000001,0.002422681000000093,0.1200000000000001,0.1200000000000001,0.1200000000000001,0.1200000000000001,23.58508800000004,561.38278,633.99364,Superterran,K,0.3396252699999991,1.5734892,0.0,0.39178319,0.0,0.0,Hot,0.0,4.61,6.66006072688228,35.333059875079506,22.682971364242167
Kepler-312 c,10.100000000000023,3.15,19.747411999996984,0.15299999999999958,0.0,797.72,6115.0,1.23,1.47,1.7906282000000002,3.2063491999999982,1.0178886,0.32313925,0.0030875602000000058,0.15299999999999958,0.15299999999999958,0.15299999999999958,0.15299999999999958,169.28448000000003,918.86983,1038.8804931640625,Neptunian,F,3.9627803000000004,5.374818,0.0,0.40916973,0.0,0.0,Hot,0.0,4.19,4.432148398765406,3.860925623355894,12.466462259635767
Kepler-330 b,2.3899999999999864,1.3499999999999996,8.259779999993043,0.07500000000000018,0.0,717.527,5117.0,0.79,0.72,1.3305527000000001,1.7703703999999973,1.3113855,0.97139664,0.0010850175999999045,0.07500000000000018,0.07500000000000018,0.07500000000000018,0.07500000000000018,64.25064199999997,721.22219,814.50713,Terran,K,0.3614098600000002,1.6231690999999997,0.0,0.31161393,0.0,0.0,Hot,0.0,4.64,4.20060316546453,20.752062492152298,21.82532616247606
Kepler-331 b,3.9700000000000273,1.8199999999999998,8.45749600000272,0.06500000000000039,0.0,580.119,4347.0,0.65,0.49,1.4769288,2.1813186999999985,1.1985267,0.65853118,0.0011884775999999597,0.06500000000000039,0.06500000000000039,0.06500000000000039,0.06500000000000039,38.92004099999997,636.27232,718.5696,Superterran,K,0.16443717000000113,1.0948729999999998,0.0,0.3194426,0.0,0.0,Hot,0.0,4.77,5.285245735814199,39.52877564117647,22.411468416317554
Kepler-331 c,4.0400000000000205,1.8399999999999999,17.28110999999626,0.10500000000000043,0.0,580.119,4347.0,0.65,0.49,1.4817733,2.195652199999998,1.1932891999999997,0.64852675,0.00193106640000007,0.10500000000000043,0.10500000000000131,0.10500000000000043,0.10500000000000043,14.914936000000012,500.61639,565.36754,Superterran,K,0.16443717000000113,1.0948729999999998,0.0,0.3194426,0.0,0.0,Hot,0.0,4.77,6.739464030778987,63.85417603574648,28.099276150373477
Kepler-332 b,1.7099999999999795,1.17,7.626323999997112,0.07000000000000028,0.0,344.19,4955.0,0.8,0.72,1.2089410000000007,1.4615385000000032,1.2491782000000002,1.0676737,0.0009019559500000884,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.07000000000000028,53.186807000000044,687.9402,776.92036,Terran,K,0.260615350000001,1.3783634999999999,0.0,0.39472656,0.0,0.0,Hot,0.0,4.61,4.00131800970106,26.85950769975752,23.31467062304803
Kepler-333 b,28.19999999999999,1.3200000000000003,12.551158000002033,0.08699999999999974,0.0,324.413,4259.0,0.6,0.53,4.6220814,21.363636,16.184573,12.26104,0.003140536100000091,0.08699999999999974,0.08699999999999974,0.08699999999999974,0.08699999999999974,15.594142000000033,506.22091,571.69698,Terran,K,0.11803206000000088,0.9276064599999998,0.0,0.36702819,0.0,0.0,Hot,0.0,4.73,20.789601112513438,73.70878725661409,44.85732297272314
Kepler-339 b,2.6000000000000227,1.42,4.977656000002753,0.054999999999999716,0.0,616.637,5631.0,0.93,0.8,1.3531393,1.8309859000000017,1.2894267,0.90804697,0.0007750173100000701,0.054999999999999716,0.054999999999999716,0.054999999999999716,0.054999999999999716,160.79577000000006,907.12757,1024.458,Terran,G,0.4864072100000003,1.8830583000000003,0.0,0.44647731,0.0,0.0,Hot,0.0,4.59,3.3964311442175843,11.307398177753097,16.82620002916214
Kepler-33 d,3.910000000000025,5.35,21.77595999999903,0.1661999999999999,0.0,1209.16,5904.0,1.29,1.82,0.8548924599999999,0.7308411200000009,0.1366058200000002,0.025533798000000107,0.0024059058000001077,0.1661999999999999,0.1661999999999999,0.1661999999999999,0.1661999999999999,130.23807,860.56603,972.3436279296875,Neptunian,G,3.5974933999999994,5.121106,0.0,0.49601261,0.0,0.0,Hot,0.0,4.03,2.260821004014253,4.619883388806215,5.7716990085335365
Kepler-344 b,7.319999999999993,2.6099999999999994,21.963944999995874,0.15299999999999958,0.0,1002.94,5774.0,0.93,0.98,1.6746933,2.804597700000002,1.0745585000000002,0.41170824000000006,0.0030442903000000854,0.15299999999999958,0.15299999999999958,0.15299999999999958,0.15299999999999958,27.90083100000004,585.46912,659.7987060546875,Neptunian,G,0.6531305500000002,2.1820453,0.0,0.47823697,0.0,0.0,Hot,0.0,4.45,6.526769695791231,23.42563825869109,21.38877989912709
Kepler-356 c,3.930000000000007,1.81,13.121631999994861,0.11500000000000021,0.0,707.559,6133.0,1.17,1.33,1.4735231999999998,2.171270700000001,1.1995971,0.66276082,0.0017227357000000332,0.1150000000000011,0.11500000000000021,0.11500000000000021,0.11500000000000021,218.57693000000006,979.49177,1106.182,Superterran,F,2.8906799000000003,4.5905399,0.0,0.44031054,0.0,0.0,Hot,0.0,4.26,3.4253492256634592,3.9783028207308666,14.250848709991077
Kepler-357 b,4.0400000000000205,1.8399999999999999,6.475434000007226,0.06299999999999972,0.0,688.573,5036.0,0.79,0.83,1.4817733,2.195652199999998,1.1932891999999997,0.64852675,0.0010857017999998941,0.06299999999999972,0.06299999999999972,0.06299999999999972,0.06299999999999972,70.03560800000002,736.93543,832.25276,Superterran,K,0.27797132999999974,1.4235205999999998,0.0,0.51216951,0.0,0.0,Hot,0.0,4.5,4.578265622092981,22.66420785193918,19.22357548829799
Kepler-333 c,1.410000000000025,1.1100000000000003,24.08821000000171,0.1349999999999998,0.0,324.413,4259.0,0.6,0.53,1.1270626999999993,1.2702703,1.1443876,1.0309798,0.001795318999999962,0.1349999999999998,0.1349999999999998,0.1349999999999998,0.1349999999999998,6.4763821000000235,406.38047,458.94288,Terran,K,0.11803206000000088,0.9276064599999998,0.0,0.36702819,0.0,0.0,Hot,0.0,4.73,6.31486260026831,100.0,37.670050171738936
Kepler-325 c,6.990000000000009,2.54,12.762172000002465,0.10500000000000043,0.0,823.242,5752.0,0.92,1.0,1.6589058000000003,2.7519684999999967,1.0834522,0.42655597,0.002064766699999998,0.10500000000000043,0.10500000000000131,0.10500000000000043,0.10500000000000043,50.422154999999975,678.82067,767.572265625,Neptunian,G,0.5559042600000001,2.0130927,0.0,0.49407145,0.0,0.0,Hot,0.0,4.41,5.557467306293507,18.888144516107936,18.592997757939795
Kepler-335 b,11.399999999999977,3.39,6.562330999993719,0.07500000000000018,0.0,1278.97,5877.0,1.03,1.85,1.8338026,3.3628318999999998,0.9919858000000001,0.29262118000000004,0.0016718694999999784,0.07500000000000018,0.07500000000000018,0.07500000000000018,0.07500000000000018,672.78682,1297.3856,1461.02783203125,Neptunian,G,3.7844258,5.2524722,0.0,0.46193849,0.0,0.0,Hot,0.0,4.02,3.227517160603372,1.9818065926936703,8.23295718944302
Kepler-360 c,5.060000000000002,2.0999999999999996,7.186434000002919,0.07500000000000018,0.0,876.044,6053.0,0.95,1.06,1.5522641,2.4095238000000023,1.1473923,0.54637728,0.0013101533999999582,0.07500000000000018,0.07500000000000018,0.07500000000000018,0.07500000000000018,131.18296999999995,862.12269,973.63211,Superterran,F,0.7379042300000007,2.3193365,0.0,0.43123353,0.0,0.0,Hot,0.0,4.42,4.099634981371822,10.163920594411026,15.543550713645061
Kepler-348 c,2.329999999999984,1.33,17.26542700000573,0.1379999999999999,0.0,570.783,6177.0,1.27,1.36,1.3235859000000003,1.7518796999999964,1.3172028,0.99037803,0.0016898510000000755,0.1379999999999999,0.1379999999999999,0.1379999999999999,0.1379999999999999,142.3121,879.8531,993.65581,Terran,F,2.7101916,4.4449181,0.0,0.44476642,0.0,0.0,Hot,0.0,4.24,3.425236954031398,5.091890920184385,17.775522023590256
Kepler-361 b,2.6999999999999886,1.4500000000000002,8.486615999994683,0.0860000000000003,0.0,930.32,6169.0,1.17,1.34,1.3645765,1.8620689999999982,1.2841855,0.88564517,0.0011367797999999318,0.0860000000000003,0.0860000000000003,0.0860000000000003,0.0860000000000003,389.04792,1131.3591,1277.6924,Terran,F,2.8773984000000006,4.5799819,0.0,0.45663371,0.0,0.0,Hot,0.0,4.25,2.746287760653504,2.9888110037178124,13.074103861964357
Kepler-349 b,94.49999999999994,1.9000000000000004,5.929778000005172,0.06500000000000039,0.0,940.724,5956.0,1.02,0.93,7.0524352,49.736842,26.177284999999998,13.777519,0.002941998799999901,0.06500000000000039,0.06500000000000039,0.06500000000000039,0.06500000000000039,232.90204000000006,995.16027,1123.8772,Superterran,G,0.98401111,2.678328,0.0,0.43459492,0.0,0.0,Hot,0.0,4.52,16.13595628724257,6.605616475204268,22.346438260017575
Kepler-363 c,66.40000000000003,1.6899999999999995,7.54242699999304,0.07899999999999974,0.0,762.596,5593.0,1.1,1.49,6.2681689,39.289941,23.248486,13.7565,0.0030998271000000077,0.07899999999999974,0.07899999999999974,0.07899999999999974,0.07899999999999974,371.31784,1118.2429,1262.8797,Superterran,G,2.3173946,4.1102077,0.0,0.48683555,0.0,0.0,Hot,0.0,4.15,12.763011868826462,3.4090007804454077,19.564798163799733
Kepler-351 b,4.800000000000011,3.06,37.05491900000197,0.2140000000000004,0.0,1083.91,5643.0,0.81,0.85,1.2524486000000001,1.568627499999998,0.5126233500000001,0.16752396999999997,0.0038736266999999103,0.2140000000000013,0.2140000000000004,0.2140000000000004,0.2140000000000004,8.97785220000003,440.95353,497.4842529296875,Neptunian,G,0.41114972000000094,1.7312659000000001,0.0,0.39821674,0.0,0.0,Hot,0.0,4.56,6.473736797335169,52.04916593400573,20.777898718119157
Kepler-380 b,1.8100000000000023,1.1899999999999995,3.9308210000017425,0.04999999999999982,0.0,813.713,6045.0,1.08,1.22,1.2332917,1.5210083999999995,1.2781583000000003,1.0740826,0.0005940735200000713,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.04999999999999982,758.68237,1336.9486,1509.8733,Terran,F,1.8967058999999997,3.7184656,0.0,0.47036324,0.0,0.0,Hot,0.0,4.29,2.1003891613195056,2.636149336594557,11.264936417639396
Kepler-380 c,2.150000000000034,1.2699999999999996,7.630004000006011,0.07800000000000029,0.0,813.713,6045.0,1.08,1.22,1.3011201,1.692913400000002,1.3330026999999998,1.0496084,0.0009814874500000403,0.07800000000000029,0.07800000000000029,0.07800000000000029,0.07800000000000029,311.75311,1070.4155,1208.8662,Terran,F,1.8967058999999997,3.7184656,0.0,0.47036324,0.0,0.0,Hot,0.0,4.29,2.767665602694492,4.1123929650875395,14.518689184183236
OGLE-2015-BLG-0954L b,1100.0,13.1,808.5095725744759,1.6000000000000005,0.024036996066570282,1200.0,18645.28094796943,0.29999999999999993,0.26666762362165275,9.1634855,83.969466,6.4098829,0.48930403999999994,0.24679083999999996,1.5999999999999996,1.6000000000000005,1.5999999999999996,1.5999999999999996,324153.8692423032,4238.512713387654,2378.663827654787,Jovian,Unknown,16.8932419702111,8.958100564834158,1.8446744073709552e+19,0.30883383,0.0,0.0,Unknown,0.0,5.165992280250492,9.90608599442289,9.243582783263566,5.395532335254531
OGLE-2016-BLG-1195L b,1.4300000000000068,1.1100000000000003,1213.7821558694413,1.1600000000000001,0.05374344810843468,3910.0,5304.51047854478,0.07999999999999985,0.8721339625812174,1.1350278999999999,1.2882882999999978,1.1606201,1.0456037,0.030338347000000043,1.1600000000000001,1.1600000000000001,1.1600000000000001,1.1600000000000001,235.12947549153034,873.7946999661517,987.1698033267934,Terran,Unknown,0.818966768707706,2.2713834888807347,0.0,0.19878386,0.0,0.0,Unknown,0.0,4.549827787920175,2.956576631084796,100.0,17.94021740610206
Kepler-1817 b,5.7900000000000205,2.273,44.29919799999334,0.2347999999999999,0.0,748.569,5316.0,0.88,0.92,1.5960245,2.5472942999999972,1.1206750000000003,0.49303785,0.004400972300000028,0.2347999999999999,0.2347999999999999,0.2347999999999999,0.2347999999999999,7.561427900000012,422.42602,477.06380999999993,Superterran,G,0.4168693799999996,1.7432664,0.0,0.29425853,0.0,0.0,Hot,0.0,4.46,8.60275483902248,56.32459740746613,30.35140943039262
HD 137496 b,4.0400000000000205,1.3100000000000005,1.6211599999951432,0.027319999999999567,0.0,155.317,5799.0,1.04,1.59,1.7561234,3.083969500000002,2.3541752,1.7970803,0.0004295845199999704,0.027319999999999567,0.027319999999999567,0.027319999999999567,0.027319999999999567,3111.993,1902.652,2148.7465,Terran,G,2.3227367999999995,4.1149424,0.0,0.51572197,0.0,0.0,Hot,0.0,4.05,2.1015721890480266,1.1761986980186294,8.622556940943973
TOI-540 b,0.6739999999999782,0.9030000000000005,1.2391491000016686,0.012229999999999741,0.0,14.002200000000016,3216.0,0.16000000000000003,0.18999999999999995,0.86394496,0.7464008899999968,0.8265790499999999,0.91536994,0.00019757182000001983,0.012229999999999741,0.012229999999999741,0.012229999999999741,0.012229999999999741,23.12848000000008,558.64573,630.90256,Terran,M,0.0034593938000000435,0.1588048500000001,0.0,0.19731659,0.0,0.0,Hot,0.0,4.44,3.5212612773131156,100.0,26.316932641988462
HD 127506 b,27.33323999999999,5.67,65.78394999999728,0.2869999999999999,0.24,22.52789999999993,4595.32,0.73,0.74,2.1956041,4.820677199999999,0.8502076299999999,0.14994844000000007,0.0072991142000000675,0.29526560000000046,0.21811999999999987,0.35588,0.28910654999999963,2.7171809999999823,323.46012,361.6933288574219,Neptunian,K,0.21727012000000112,1.2585306000000003,0.0,0.41539259,0.0,0.0,Hot,0.0,4.57,15.609464327475287,100.0,26.69724456378547
HD 38529 c,3299.0589,12.5,2127.6057,3.226,0.357,42.35379999999998,5697.0,0.98,2.8599999999999994,16.24576,263.92471,21.113977,1.6891181,0.3109676800000002,3.4315752,2.074318,4.377682,3.279682,0.7019010000000208,227.34418000000005,256.3473815917969,Jovian,G,6.8233869,7.052835700000001,0.0,0.42883801,1.0,1.0,Warm,0.0,3.71,100.0,30.400122848082972,55.232250249901504
HD 145934 b,658.54046,13.4,2751.5342999999993,4.89,0.078,227.88099999999997,4823.75,2.06,6.93,7.010336,49.14481,3.6675232,0.2736957600000002,0.30836383999999994,4.9048754,4.50858,5.27142,4.8937263,0.949964639999962,251.20592,287.29949951171875,Jovian,K,22.646443,12.848834999999998,0.0,0.49019402,1.0,1.0,Warm,0.0,3.01,62.74489971737312,19.908556942032796,38.311191677849294
NGTS-13 b,1538.2972,12.801,4.119026999993366,0.05489999999999995,0.086,647.595,5819.0,1.3,1.79,10.962211,120.17007999999998,9.3875541,0.73334537,0.005308878099999914,0.05510301999999978,0.05017859999999974,0.05962140000000016,0.05495087899999973,1095.1341,1463.3978,1654.4959716796875,Jovian,G,3.2885162999999995,4.896252,0.0,0.49651154,0.0,0.0,Hot,0.0,4.04,17.037540770081673,1.5258735375585628,9.438175806417641
TOI-2406 b,8.960000000000036,2.94,3.0766895999986446,0.022800000000000153,0.26,55.41899999999998,3100.0,0.16000000000000003,0.19999999999999996,1.7457431,3.0476189999999974,1.0366051,0.35258677000000005,0.0006456757699999649,0.023570639999999976,0.01687200000000022,0.028728000000000087,0.022997075000000144,6765.9561,2280.4125,3524.037109375,Neptunian,M,3.3962527,4.9758097,0.0,0.2504519700000001,0.0,0.0,Hot,0.0,5.04,1.2738383695710953,0.49678282184361944,2.9340913383694445
WTS-1 b,1274.44,16.699999999999996,3.352056999996421,0.04699999999999971,0.1,2346.01,6250.0,1.2,1.15,8.7357754,76.313772,4.569687,0.2736339499999999,0.004316896800000025,0.047234999999999694,0.042300000000000004,0.0517000000000003,0.04705894399999977,557.16867,1235.3176,1398.874755859375,Jovian,F,1.2246161999999998,2.9878842,0.0,0.44433305,0.0,0.0,Hot,0.0,4.4,16.058208472954277,3.454143428773827,8.513759427980707
Kepler-1799 b,15.899999999999977,4.128,11.929699999993318,0.10280000000000022,0.0,2254.69,5831.0,1.02,0.92,1.9625861000000002,3.851744199999999,0.9330775600000001,0.22603623000000006,0.0025686840000000988,0.10280000000000022,0.10280000000000022,0.10280000000000022,0.10280000000000022,194.99063999999998,951.92592,1074.0833740234375,Neptunian,G,2.0606299000000003,3.8758215,0.0,0.32081394,0.0,0.0,Hot,0.0,4.52,4.69856446294685,4.988765813793162,10.79405013928727
Kepler-1800 b,0.9610000000000127,0.9969999999999999,4.562029799999436,0.0591999999999997,0.0,350.455,5343.0,1.33,2.51,0.9817798500000001,0.9638916800000032,0.96679205,0.96970115,0.0005313706200000823,0.0591999999999997,0.0591999999999997,0.0591999999999997,0.0591999999999997,185.07876,939.59102,1061.1204,Terran,G,0.6486344299999995,2.1745218,0.0,0.61074989,0.0,0.0,Hot,0.0,3.76,2.379161457213392,9.126866731388239,16.047934108792578
omi CrB b,355.96782,13.7,187.00999999999476,0.6989999999999998,0.105,84.78830000000005,4769.0,1.3,11.870000000000001,5.0973574,25.983053,1.8965731999999997,0.138436,0.040635717000000016,0.7028532399999996,0.6256050000000002,0.7723950000000004,0.6999668100000003,136.60072000000002,869.08246,980.4589233398438,Jovian,K,66.374307,21.997016,0.0,0.55013826,0.0,0.0,Hot,0.0,2.36,13.36872983163169,0.9425409142124827,10.286954198805525
omi UMa b,1160.3915,13.0,1569.8099999999977,3.691,0.149,54.91489999999999,5075.0,2.72,13.84,9.4477979,89.260885,6.866222,0.52817092,0.23652156000000002,3.7319719,3.141041,4.240959,3.7013184,8.58197240000004,434.18167,491.5155029296875,Jovian,G,115.61122,29.031118,0.0,0.64398255,0.0,0.0,Hot,0.0,2.58,49.42740831639286,2.716899795711869,30.690436151856243
xi Aql b,616.90494,13.4,136.97000000000116,0.625,0.059,56.18579999999997,4841.0,1.74,10.86,6.7851074,46.037682,3.4356479,0.2563916399999999,0.04163685199999989,0.6260878099999996,0.5881249999999998,0.6618750000000002,0.62527226,149.96751000000006,890.87163,1007.8232421875,Jovian,K,58.47900800000001,20.647324,0.0,0.59650989,0.0,0.0,Hot,0.0,2.61,17.311983191319808,1.005702764315017,12.136025671934885
Kepler-1787 b,5.990000000000009,2.319,39.313701999999466,0.2270000000000003,0.0,778.602,6060.0,1.01,0.93,1.6071745000000002,2.5830099000000004,1.1138465000000002,0.48031325999999996,0.00411004199999998,0.2270000000000003,0.2270000000000003,0.2270000000000003,0.2270000000000003,15.486321999999973,505.34361,570.7062,Superterran,F,0.7979946900000003,2.4119248,0.0,0.29366498,0.0,0.0,Hot,0.0,4.51,7.2414395157638545,28.446304573781088,25.64672622039028
K2-188 b,2.3899999999999864,1.3499999999999996,1.742169000004651,0.028900000000000148,0.0057983738370239735,446.821,5977.0,1.06,1.19,1.3305527000000001,1.7703703999999973,1.3113855,0.97139664,0.00037906506999996203,0.028900000000000148,0.028900000000000148,0.028900000000000148,0.028900000000000148,1828.9605,1665.9071,1881.3803,Terran,G,1.5275660999999996,3.3370581,0.0,0.47038459,0.0,0.0,Hot,0.0,4.31,1.81856971106343,1.8809285566176261,8.489742435141785
HD 80883 b,1748.0562,12.8,6383.783500000005,6.462,0.203,34.601099999999974,5177.91,0.88,0.81,11.686184,136.56689,10.669289,0.83353817,0.64759194,6.5951463,5.150214,7.773786,6.4957456,0.010505194999950618,80.91614900000002,170.42340087890625,Jovian,K,0.42953642999999975,1.7695537999999997,0.0,0.44209135,0.0,0.0,Cold,0.0,4.56,100.0,100.0,34.99729085877833
HD 219828 b,19.069699999999955,4.59,3.8348300000070594,0.04900000000000038,0.091,73.11400000000003,5891.0,1.04,1.56,2.0382882,4.1546187,0.9051456899999999,0.19719949999999986,0.0011748490000000889,0.049202884999999696,0.04454099999999972,0.053459000000000145,0.04905085900000028,1100.0528,1464.7935,1654.4959716796875,Neptunian,G,2.630268,4.3788873,0.0,0.48427048,0.0,0.0,Hot,0.0,4.17,3.167920988628699,1.6934015849335637,6.309114324912275
OGLE-2018-BLG-1700L b,1400.0,12.9,2067.966523459865,2.8,0.012060951441526413,7600.0,4521.195766612708,0.42000000000000004,0.9880017324596668,10.417636,108.52713,8.412956,0.65216713,0.41837866,2.8,2.8,2.8,2.8,294.66889048051166,868.1310329024502,979.8414707040872,Jovian,Unknown,0.5753299871045625,1.7424966136414888,0.0,0.345489,0.0,0.0,Unknown,0.0,4.606214493848127,27.339327491306925,100.0,16.55168328608391
OGLE-TR-111 b,174.79900000000004,11.422,4.014446300003328,0.0472999999999999,0.54,1068.33,5040.0,0.82,0.83,3.9119959,15.303712,1.3398452,0.11730390999999996,0.0013001075000000917,0.05419634000000073,0.021758000000000166,0.07284199999999963,0.049216297000000075,243.29795000000001,944.70288,1064.7890625,Jovian,K,0.4581418899999994,1.8275268,0.0,0.48110873,0.0,0.0,Hot,0.0,4.54,9.447334108553946,4.749183708130243,8.923347246198274
PH1 b,169.0,6.18,138.31699999999546,0.6520000000000001,0.0702,1033.16,6407.0,1.53,1.73,5.2293669,27.346278,4.4249641,0.71601361,0.029095163999999896,0.6536065400000002,0.6062295999999998,0.6977704000000005,0.6524022900000004,10.778977000000054,461.14974,519.004638671875,Jovian,F,4.5708819,5.7724976,0.0,0.46269377,0.0,0.0,Hot,0.0,4.14,25.909100719318,13.262858530648103,32.474114249656814
PSR B0329+54 b,1.9700000000000273,1.2199999999999998,10140.0,10.26,0.236,504.93312,5048.6442453441405,1.44,1.5550037268708599,1.2707297999999998,1.614754099999999,1.3235688999999997,1.0848926,0.08704167000000007,10.54572,7.83864,12.68136,10.332771,497.92704164101394,581.2361276044346,712.9519930341434,Terran,PSR,1.5687516649558049,3.1942714766971934,0.0,0.5209611,0.0,0.0,Unknown,0.0,3.897360574886857,4.583185047817419,100.0,25.628090813826827
